Date,Open,High,Low,Close,Volume,Adj Close
2007-12-31,38.0816,38.0816,38.0816,38.0816,000,29.3678
2007-12-28,36.3636,38.0816,36.2204,38.0816,619800,29.3678
2007-12-27,36.6499,37.0794,36.3636,36.6499,452900,28.2637
2007-12-26,36.9362,36.9362,36.9362,36.9362,000,28.48449
2007-12-25,36.9362,36.9362,36.9362,36.9362,000,28.48449
2007-12-24,36.9362,36.9362,36.9362,36.9362,000,28.48449
2007-12-21,37.3657,37.6521,35.6478,36.9362,844800,28.48449
2007-12-20,37.7952,37.9384,36.7931,37.3657,269000,28.81571
2007-12-19,37.9384,38.6542,36.9362,37.3657,348300,28.81571
2007-12-18,38.3679,39.6564,37.7952,38.2247,639200,29.47815
2007-12-17,39.2269,39.5132,37.7952,38.6542,564400,29.80938
2007-12-14,40.0859,40.229,38.7974,39.5132,474400,30.47182
2007-12-13,40.5154,40.6585,39.2269,39.5132,457700,30.47182
2007-12-12,40.0859,41.088,39.6564,40.9448,852100,31.57584
2007-12-11,40.229,40.6585,39.6564,40.0859,855800,30.91347
2007-12-10,40.0859,40.6585,39.9427,40.3722,454000,31.13426
2007-12-07,39.7995,40.3722,39.7995,40.3722,573800,31.13426
2007-12-06,41.088,41.2312,39.2269,39.5132,348100,30.47182
2007-12-05,40.3722,40.9448,39.6564,40.9448,1229400,31.57584
2007-12-04,41.8038,42.3765,40.229,40.3722,356000,31.13426
2007-12-03,41.8038,43.0923,41.8038,42.5196,493500,32.7903
2007-11-30,42.806,43.3786,42.2333,42.3765,1281300,32.67994
2007-11-29,41.088,42.806,40.6585,42.806,681100,33.01116
2007-11-28,40.0859,41.2312,39.7995,40.9448,627900,31.57584
2007-11-27,39.9427,40.8017,39.0837,40.6585,488000,31.35505
2007-11-26,40.0859,41.088,39.6564,40.6585,344300,31.35505
2007-11-23,38.0816,39.9427,38.0816,39.6564,455200,30.58225
2007-11-22,38.3679,38.7974,37.7952,38.5111,313500,29.69902
2007-11-21,40.0859,40.229,38.3679,38.3679,373500,29.58859
2007-11-20,41.6607,41.947,40.3722,40.5154,880300,31.2447
2007-11-19,42.6628,43.5218,40.8017,40.9448,657100,31.57584
2007-11-16,41.6607,42.6628,41.6607,42.5196,532400,32.7903
2007-11-15,41.8038,42.6628,41.6607,41.947,421500,32.34872
2007-11-14,39.6564,42.806,37.6521,42.3765,1610200,32.67994
2007-11-13,40.6585,40.8017,39.6564,39.7995,430600,30.69261
2007-11-12,39.37,40.9448,38.9406,40.3722,307900,31.13426
2007-11-09,40.9448,41.5175,39.0837,40.0859,833000,30.91347
2007-11-08,41.2312,42.0901,40.5154,40.5154,288300,31.2447
2007-11-07,43.0923,43.3786,41.3743,41.6607,327800,32.12793
2007-11-06,42.3765,43.0923,41.8038,42.806,447800,33.01116
2007-11-05,42.5196,42.9491,41.5175,42.0901,353900,32.45907
2007-11-02,43.0923,43.2355,42.0901,42.3765,177100,32.67994
2007-11-01,44.0944,44.6671,42.9491,43.2355,418200,33.34239
2007-10-31,43.665,44.5239,43.2355,43.8081,334300,33.78396
2007-10-30,44.8103,44.8103,42.9491,42.9491,432500,33.12152
2007-10-29,43.3786,45.0966,42.3765,44.9534,449000,34.6672
2007-10-26,43.3786,43.8081,42.0901,42.806,465800,33.01116
2007-10-25,43.665,44.0944,41.3743,42.9491,453700,33.12152
2007-10-24,44.2376,44.9534,43.5218,43.5218,263200,33.56318
2007-10-23,44.6671,45.6692,44.2376,44.2376,425300,34.11518
2007-10-22,46.0987,46.0987,44.3808,44.5239,556400,34.33597
2007-10-19,47.9599,47.9599,46.2419,46.5282,508300,35.88165
2007-10-18,48.103,48.103,47.5304,47.5304,472900,36.65453
2007-10-17,46.9577,48.103,46.9577,47.9599,627400,36.98575
2007-10-16,47.1009,47.5304,46.8145,47.3872,548500,36.5441
2007-10-15,49.2483,49.3915,46.5282,47.1009,1981800,36.32331
2007-10-12,49.1052,49.5347,48.6757,49.2483,664800,37.97934
2007-10-11,47.8167,49.6778,47.8167,49.1052,1014100,37.86899
2007-10-10,48.3894,48.3894,47.6735,47.6735,211000,36.76489
2007-10-09,48.103,49.1052,47.8167,48.3894,249500,37.31697
2007-10-08,48.6757,48.6757,47.9599,47.9599,135300,36.98575
2007-10-05,48.6757,48.8189,48.2462,48.5325,116600,37.42733
2007-10-04,49.2483,49.2483,47.9599,48.2462,226600,37.20654
2007-10-03,49.6778,49.9642,49.2483,49.2483,291100,37.97934
2007-10-02,49.9642,50.1073,48.962,49.5347,381800,38.20021
2007-10-01,49.6778,49.9642,48.962,49.6778,255300,38.31056
2007-09-28,49.821,50.3937,49.3915,49.5347,329100,38.20021
2007-09-27,50.2505,50.9663,50.2505,50.3937,134300,38.86265
2007-09-26,49.821,50.1073,49.2483,49.9642,210300,38.53143
2007-09-25,51.1095,51.1095,49.5347,49.821,196100,38.421
2007-09-24,51.8253,51.8253,50.9663,51.2526,127200,39.52502
2007-09-21,50.9663,52.2548,50.9663,52.2548,175600,40.29789
2007-09-20,51.8253,52.1116,50.5368,51.2526,128900,39.52502
2007-09-19,52.1116,52.3979,51.2526,52.1116,131400,40.18746
2007-09-18,50.8231,51.8253,50.2505,51.3958,93500,39.63545
2007-09-17,51.539,51.539,49.9642,50.68,119800,39.08344
2007-09-14,52.6843,52.6843,51.6821,51.8253,150900,39.96667
